// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 24 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47
// command took 1.11s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47
// command took 2.21s and exited with 0
// ***** Done, took 00:00:03 (3.42 sec)   *****
// Found 24 benchmarks:
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=100000]
//   LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]
//   LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]
//   LRUCacheBenchmark.Remove: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]
//   LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000000]

// **************************
// Benchmark: LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.Add(N: 1)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 0 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-RMLOCG(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 168300.00 ns, 168.3000 us/op
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-QNTBBE(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 182900.00 ns, 182.9000 us/op
WorkloadJitting  1: 1 op, 631100.00 ns, 631.1000 us/op

OverheadWarmup   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  13: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  14: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  15: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 79500.00 ns, 79.5000 us/op
WorkloadWarmup   2: 1 op, 79900.00 ns, 79.9000 us/op
WorkloadWarmup   3: 1 op, 80600.00 ns, 80.6000 us/op
WorkloadWarmup   4: 1 op, 80600.00 ns, 80.6000 us/op
WorkloadWarmup   5: 1 op, 80600.00 ns, 80.6000 us/op
WorkloadWarmup   6: 1 op, 81800.00 ns, 81.8000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 79200.00 ns, 79.2000 us/op
WorkloadActual   2: 1 op, 82600.00 ns, 82.6000 us/op
WorkloadActual   3: 1 op, 81300.00 ns, 81.3000 us/op
WorkloadActual   4: 1 op, 81100.00 ns, 81.1000 us/op
WorkloadActual   5: 1 op, 79700.00 ns, 79.7000 us/op
WorkloadActual   6: 1 op, 79500.00 ns, 79.5000 us/op
WorkloadActual   7: 1 op, 80800.00 ns, 80.8000 us/op
WorkloadActual   8: 1 op, 80700.00 ns, 80.7000 us/op
WorkloadActual   9: 1 op, 82700.00 ns, 82.7000 us/op
WorkloadActual  10: 1 op, 81600.00 ns, 81.6000 us/op
WorkloadActual  11: 1 op, 79900.00 ns, 79.9000 us/op
WorkloadActual  12: 1 op, 79600.00 ns, 79.6000 us/op
WorkloadActual  13: 1 op, 79700.00 ns, 79.7000 us/op
WorkloadActual  14: 1 op, 81800.00 ns, 81.8000 us/op
WorkloadActual  15: 1 op, 80200.00 ns, 80.2000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 79100.00 ns, 79.1000 us/op
WorkloadResult   2: 1 op, 82500.00 ns, 82.5000 us/op
WorkloadResult   3: 1 op, 81200.00 ns, 81.2000 us/op
WorkloadResult   4: 1 op, 81000.00 ns, 81.0000 us/op
WorkloadResult   5: 1 op, 79600.00 ns, 79.6000 us/op
WorkloadResult   6: 1 op, 79400.00 ns, 79.4000 us/op
WorkloadResult   7: 1 op, 80700.00 ns, 80.7000 us/op
WorkloadResult   8: 1 op, 80600.00 ns, 80.6000 us/op
WorkloadResult   9: 1 op, 82600.00 ns, 82.6000 us/op
WorkloadResult  10: 1 op, 81500.00 ns, 81.5000 us/op
WorkloadResult  11: 1 op, 79800.00 ns, 79.8000 us/op
WorkloadResult  12: 1 op, 79500.00 ns, 79.5000 us/op
WorkloadResult  13: 1 op, 79600.00 ns, 79.6000 us/op
WorkloadResult  14: 1 op, 81700.00 ns, 81.7000 us/op
WorkloadResult  15: 1 op, 80100.00 ns, 80.1000 us/op

// AfterAll
// Benchmark Process 21700 has exited with code 0.

Mean = 80.593 μs, StdErr = 0.292 μs (0.36%), N = 15, StdDev = 1.132 μs
Min = 79.100 μs, Q1 = 79.600 μs, Median = 80.600 μs, Q3 = 81.350 μs, Max = 82.600 μs
IQR = 1.750 μs, LowerFence = 76.975 μs, UpperFence = 83.975 μs
ConfidenceInterval = [79.383 μs; 81.804 μs] (CI 99.9%), Margin = 1.210 μs (1.50% of Mean)
Skewness = 0.39, Kurtosis = 1.73, MValue = 2

// **************************
// Benchmark: LRUCacheBenchmark.TryGet: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=1000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.TryGet(N: 1000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 11 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-ZIFLMU(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 230000.00 ns, 230.0000 us/op
WorkloadJitting  1: 1 op, 535100.00 ns, 535.1000 us/op

OverheadWarmup   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  18: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 75900.00 ns, 75.9000 us/op
WorkloadWarmup   2: 1 op, 69500.00 ns, 69.5000 us/op
WorkloadWarmup   3: 1 op, 68300.00 ns, 68.3000 us/op
WorkloadWarmup   4: 1 op, 67600.00 ns, 67.6000 us/op
WorkloadWarmup   5: 1 op, 70300.00 ns, 70.3000 us/op
WorkloadWarmup   6: 1 op, 68200.00 ns, 68.2000 us/op
WorkloadWarmup   7: 1 op, 72000.00 ns, 72.0000 us/op
WorkloadWarmup   8: 1 op, 68500.00 ns, 68.5000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 77800.00 ns, 77.8000 us/op
WorkloadActual   2: 1 op, 63000.00 ns, 63.0000 us/op
WorkloadActual   3: 1 op, 63900.00 ns, 63.9000 us/op
WorkloadActual   4: 1 op, 63600.00 ns, 63.6000 us/op
WorkloadActual   5: 1 op, 65400.00 ns, 65.4000 us/op
WorkloadActual   6: 1 op, 63600.00 ns, 63.6000 us/op
WorkloadActual   7: 1 op, 66000.00 ns, 66.0000 us/op
WorkloadActual   8: 1 op, 64800.00 ns, 64.8000 us/op
WorkloadActual   9: 1 op, 64200.00 ns, 64.2000 us/op
WorkloadActual  10: 1 op, 63700.00 ns, 63.7000 us/op
WorkloadActual  11: 1 op, 64800.00 ns, 64.8000 us/op
WorkloadActual  12: 1 op, 66200.00 ns, 66.2000 us/op
WorkloadActual  13: 1 op, 66100.00 ns, 66.1000 us/op
WorkloadActual  14: 1 op, 64000.00 ns, 64.0000 us/op
WorkloadActual  15: 1 op, 66500.00 ns, 66.5000 us/op
WorkloadActual  16: 1 op, 64100.00 ns, 64.1000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 62900.00 ns, 62.9000 us/op
WorkloadResult   2: 1 op, 63800.00 ns, 63.8000 us/op
WorkloadResult   3: 1 op, 63500.00 ns, 63.5000 us/op
WorkloadResult   4: 1 op, 65300.00 ns, 65.3000 us/op
WorkloadResult   5: 1 op, 63500.00 ns, 63.5000 us/op
WorkloadResult   6: 1 op, 65900.00 ns, 65.9000 us/op
WorkloadResult   7: 1 op, 64700.00 ns, 64.7000 us/op
WorkloadResult   8: 1 op, 64100.00 ns, 64.1000 us/op
WorkloadResult   9: 1 op, 63600.00 ns, 63.6000 us/op
WorkloadResult  10: 1 op, 64700.00 ns, 64.7000 us/op
WorkloadResult  11: 1 op, 66100.00 ns, 66.1000 us/op
WorkloadResult  12: 1 op, 66000.00 ns, 66.0000 us/op
WorkloadResult  13: 1 op, 63900.00 ns, 63.9000 us/op
WorkloadResult  14: 1 op, 66400.00 ns, 66.4000 us/op
WorkloadResult  15: 1 op, 64000.00 ns, 64.0000 us/op

// AfterAll
// Benchmark Process 30632 has exited with code 0.

Mean = 64.560 μs, StdErr = 0.290 μs (0.45%), N = 15, StdDev = 1.124 μs
Min = 62.900 μs, Q1 = 63.700 μs, Median = 64.100 μs, Q3 = 65.600 μs, Max = 66.400 μs
IQR = 1.900 μs, LowerFence = 60.850 μs, UpperFence = 68.450 μs
ConfidenceInterval = [63.359 μs; 65.761 μs] (CI 99.9%), Margin = 1.201 μs (1.86% of Mean)
Skewness = 0.32, Kurtosis = 1.53, MValue = 2

// **************************
// Benchmark: LRUCacheBenchmark.Add: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.Add(N: 10000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 12 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-CQBTMK(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 184000.00 ns, 184.0000 us/op
WorkloadJitting  1: 1 op, 3068100.00 ns, 3.0681 ms/op

OverheadWarmup   1: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op

OverheadActual   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   8: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   9: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  10: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  18: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 2516800.00 ns, 2.5168 ms/op
WorkloadWarmup   2: 1 op, 2457000.00 ns, 2.4570 ms/op
WorkloadWarmup   3: 1 op, 2505900.00 ns, 2.5059 ms/op
WorkloadWarmup   4: 1 op, 2470700.00 ns, 2.4707 ms/op
WorkloadWarmup   5: 1 op, 2511000.00 ns, 2.5110 ms/op
WorkloadWarmup   6: 1 op, 2526500.00 ns, 2.5265 ms/op
WorkloadWarmup   7: 1 op, 2460100.00 ns, 2.4601 ms/op

// BeforeActualRun
WorkloadActual   1: 1 op, 2476100.00 ns, 2.4761 ms/op
WorkloadActual   2: 1 op, 2465500.00 ns, 2.4655 ms/op
WorkloadActual   3: 1 op, 2457800.00 ns, 2.4578 ms/op
WorkloadActual   4: 1 op, 2625900.00 ns, 2.6259 ms/op
WorkloadActual   5: 1 op, 2467700.00 ns, 2.4677 ms/op
WorkloadActual   6: 1 op, 2593200.00 ns, 2.5932 ms/op
WorkloadActual   7: 1 op, 1982600.00 ns, 1.9826 ms/op
WorkloadActual   8: 1 op, 1968300.00 ns, 1.9683 ms/op
WorkloadActual   9: 1 op, 2503400.00 ns, 2.5034 ms/op
WorkloadActual  10: 1 op, 1908200.00 ns, 1.9082 ms/op
WorkloadActual  11: 1 op, 1820200.00 ns, 1.8202 ms/op
WorkloadActual  12: 1 op, 1772300.00 ns, 1.7723 ms/op
WorkloadActual  13: 1 op, 1739400.00 ns, 1.7394 ms/op
WorkloadActual  14: 1 op, 1831500.00 ns, 1.8315 ms/op
WorkloadActual  15: 1 op, 1748800.00 ns, 1.7488 ms/op
WorkloadActual  16: 1 op, 1746000.00 ns, 1.7460 ms/op
WorkloadActual  17: 1 op, 1769400.00 ns, 1.7694 ms/op
WorkloadActual  18: 1 op, 1767000.00 ns, 1.7670 ms/op
WorkloadActual  19: 1 op, 1733400.00 ns, 1.7334 ms/op
WorkloadActual  20: 1 op, 1757500.00 ns, 1.7575 ms/op
WorkloadActual  21: 1 op, 1811900.00 ns, 1.8119 ms/op
WorkloadActual  22: 1 op, 1789600.00 ns, 1.7896 ms/op
WorkloadActual  23: 1 op, 1746400.00 ns, 1.7464 ms/op
WorkloadActual  24: 1 op, 1747600.00 ns, 1.7476 ms/op
WorkloadActual  25: 1 op, 1749300.00 ns, 1.7493 ms/op
WorkloadActual  26: 1 op, 1734800.00 ns, 1.7348 ms/op
WorkloadActual  27: 1 op, 1703300.00 ns, 1.7033 ms/op
WorkloadActual  28: 1 op, 1768100.00 ns, 1.7681 ms/op
WorkloadActual  29: 1 op, 1834000.00 ns, 1.8340 ms/op
WorkloadActual  30: 1 op, 1781700.00 ns, 1.7817 ms/op
WorkloadActual  31: 1 op, 1739700.00 ns, 1.7397 ms/op
WorkloadActual  32: 1 op, 1763300.00 ns, 1.7633 ms/op
WorkloadActual  33: 1 op, 1787700.00 ns, 1.7877 ms/op
WorkloadActual  34: 1 op, 1809500.00 ns, 1.8095 ms/op
WorkloadActual  35: 1 op, 1746500.00 ns, 1.7465 ms/op
WorkloadActual  36: 1 op, 1778900.00 ns, 1.7789 ms/op
WorkloadActual  37: 1 op, 1741700.00 ns, 1.7417 ms/op
WorkloadActual  38: 1 op, 1838900.00 ns, 1.8389 ms/op
WorkloadActual  39: 1 op, 1724500.00 ns, 1.7245 ms/op
WorkloadActual  40: 1 op, 1762100.00 ns, 1.7621 ms/op
WorkloadActual  41: 1 op, 1765600.00 ns, 1.7656 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 1968100.00 ns, 1.9681 ms/op
WorkloadResult   2: 1 op, 1908000.00 ns, 1.9080 ms/op
WorkloadResult   3: 1 op, 1820000.00 ns, 1.8200 ms/op
WorkloadResult   4: 1 op, 1772100.00 ns, 1.7721 ms/op
WorkloadResult   5: 1 op, 1739200.00 ns, 1.7392 ms/op
WorkloadResult   6: 1 op, 1831300.00 ns, 1.8313 ms/op
WorkloadResult   7: 1 op, 1748600.00 ns, 1.7486 ms/op
WorkloadResult   8: 1 op, 1745800.00 ns, 1.7458 ms/op
WorkloadResult   9: 1 op, 1769200.00 ns, 1.7692 ms/op
WorkloadResult  10: 1 op, 1766800.00 ns, 1.7668 ms/op
WorkloadResult  11: 1 op, 1733200.00 ns, 1.7332 ms/op
WorkloadResult  12: 1 op, 1757300.00 ns, 1.7573 ms/op
WorkloadResult  13: 1 op, 1811700.00 ns, 1.8117 ms/op
WorkloadResult  14: 1 op, 1789400.00 ns, 1.7894 ms/op
WorkloadResult  15: 1 op, 1746200.00 ns, 1.7462 ms/op
WorkloadResult  16: 1 op, 1747400.00 ns, 1.7474 ms/op
WorkloadResult  17: 1 op, 1749100.00 ns, 1.7491 ms/op
WorkloadResult  18: 1 op, 1734600.00 ns, 1.7346 ms/op
WorkloadResult  19: 1 op, 1703100.00 ns, 1.7031 ms/op
WorkloadResult  20: 1 op, 1767900.00 ns, 1.7679 ms/op
WorkloadResult  21: 1 op, 1833800.00 ns, 1.8338 ms/op
WorkloadResult  22: 1 op, 1781500.00 ns, 1.7815 ms/op
WorkloadResult  23: 1 op, 1739500.00 ns, 1.7395 ms/op
WorkloadResult  24: 1 op, 1763100.00 ns, 1.7631 ms/op
WorkloadResult  25: 1 op, 1787500.00 ns, 1.7875 ms/op
WorkloadResult  26: 1 op, 1809300.00 ns, 1.8093 ms/op
WorkloadResult  27: 1 op, 1746300.00 ns, 1.7463 ms/op
WorkloadResult  28: 1 op, 1778700.00 ns, 1.7787 ms/op
WorkloadResult  29: 1 op, 1741500.00 ns, 1.7415 ms/op
WorkloadResult  30: 1 op, 1838700.00 ns, 1.8387 ms/op
WorkloadResult  31: 1 op, 1724300.00 ns, 1.7243 ms/op
WorkloadResult  32: 1 op, 1761900.00 ns, 1.7619 ms/op
WorkloadResult  33: 1 op, 1765400.00 ns, 1.7654 ms/op

// AfterAll
// Benchmark Process 16484 has exited with code 0.

Mean = 1.778 ms, StdErr = 0.009 ms (0.52%), N = 33, StdDev = 0.053 ms
Min = 1.703 ms, Q1 = 1.746 ms, Median = 1.765 ms, Q3 = 1.789 ms, Max = 1.968 ms
IQR = 0.043 ms, LowerFence = 1.681 ms, UpperFence = 1.854 ms
ConfidenceInterval = [1.745 ms; 1.812 ms] (CI 99.9%), Margin = 0.034 ms (1.89% of Mean)
Skewness = 1.73, Kurtosis = 6.36, MValue = 2

// **************************
// Benchmark: LRUCacheBenchmark.AddDoubleThanCapacity: Job-RWCLXD(InvocationCount=1, UnrollFactor=1) [N=10000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47.dll" --benchmarkName "BMCollectionsBenchmarks.LRUCacheBenchmark.AddDoubleThanCapacity(N: 10000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 13 in C:\Users\sodragon\source\repos\LRUBlobCache\LRUBlockCacheBenchmarks\bin\Release\net6.0\b3dcd108-0ffd-4ff8-8182-cbe8a9bb5c47\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.1 (6.0.121.56705), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-KVNCXB(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 172000.00 ns, 172.0000 us/op
WorkloadJitting  1: 1 op, 5690800.00 ns, 5.6908 ms/op

OverheadWarmup   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  18: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 5414200.00 ns, 5.4142 ms/op
WorkloadWarmup   2: 1 op, 5486800.00 ns, 5.4868 ms/op
WorkloadWarmup   3: 1 op, 5390100.00 ns, 5.3901 ms/op
WorkloadWarmup   4: 1 op, 5458500.00 ns, 5.4585 ms/op
WorkloadWarmup   5: 1 op, 5573100.00 ns, 5.5731 ms/op
WorkloadWarmup   6: 1 op, 5412300.00 ns, 5.4123 ms/op

// BeforeActualRun
WorkloadActual   1: 1 op, 5454900.00 ns, 5.4549 ms/op
WorkloadActual   2: 1 op, 5541500.00 ns, 5.5415 ms/op
